"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IND","India","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,-1.59326,,
"IND","India","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-4.06325,,
"IND","India","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-12.05598,,
"IND","India","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,12.68559,,
"IND","India","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,15.49568,,
"IND","India","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,11.29679,,
"IND","India","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,3.4597,,
"IND","India","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,-2.23287,,
"IND","India","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,-6.42325,,
"IND","India","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-8.84965,,
"IND","India","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-19.68598,,
"IDN","Indonesia","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,0.908295292,,
"IDN","Indonesia","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,-0.297325279,,
"IDN","Indonesia","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,-2.006251009,,
"IDN","Indonesia","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,1.719154036,,
"IDN","Indonesia","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,-0.355291616,,
"IDN","Indonesia","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,-1.796692453,,
"IDN","Indonesia","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.730379002,,
"IDN","Indonesia","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-5.7999713,,
"IDN","Indonesia","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,-0.33290887,,
"IDN","Indonesia","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,5.145057472,,
"IDN","Indonesia","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,3.944787575,,
"IDN","Indonesia","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,-0.329635312,,
"IDN","Indonesia","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,0.284725785,,
"IDN","Indonesia","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,-0.971052704,,
"IDN","Indonesia","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,-2.460288105,,
"IDN","Indonesia","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.185694304,,
"IDN","Indonesia","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-9.416171505,,
"IDN","Indonesia","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,-9.395824064,,
"ISR","Israel","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,3.596390751,,
"ISR","Israel","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,-1.470181327,,
"ISR","Israel","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,2.676025619,,
"ISR","Israel","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,1.178354725,,
"ISR","Israel","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,-1.746739456,,
"ISR","Israel","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,0.732008088,,
"ISR","Israel","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,2.062357918,,
"ISR","Israel","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-8.029521738,,
"ISR","Israel","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,13.145206191,,
"ISR","Israel","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,9.083711532,,
"ISR","Israel","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,3.65369221,,
"ISR","Israel","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,4.911268578,,
"ISR","Israel","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,6.039817418,,
"ISR","Israel","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,0.570664028,,
"ISR","Israel","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,2.81846733,,
"ISR","Israel","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,2.203948292,,
"ISR","Israel","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-7.097263735,,
"ISR","Israel","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,6.983719342,,
"RUS","Russia","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,-1.380595054,,
"RUS","Russia","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,-0.442796107,,
"RUS","Russia","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,0.143022525,,
"RUS","Russia","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,-3.021844617,,
"RUS","Russia","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,1.480671168,,
"RUS","Russia","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,-0.906591733,,
"RUS","Russia","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.745124497,,
"RUS","Russia","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-0.124095831,,
"RUS","Russia","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,4.836532117,,
"RUS","Russia","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,1.83588512,,
"RUS","Russia","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,0.194095682,,
"RUS","Russia","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,-4.64802721,,
"RUS","Russia","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,-1.881559708,,
"RUS","Russia","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,-2.338652732,,
"RUS","Russia","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-4.180008998,,
"RUS","Russia","P6","Exports of goods and services","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-1.316866659,,
"SVN","Slovenia","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,-0.029953968,,
"SVN","Slovenia","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,2.743635309,,
"SVN","Slovenia","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,0.943911898,,
"SVN","Slovenia","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,0.952209711,,
"SVN","Slovenia","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,-0.488162817,,
"SVN","Slovenia","P6","Exports of goods and services","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,-0.370468323,,
